time,L1_DG_8,L1_DG_16,L1_DG_32,L1_DG_64,L1_DG_128,L1_DG_256,L1_DG_512,L1_DG_1024,L1_DG+limiter_8,L1_DG+limiter_16,L1_DG+limiter_32,L1_DG+limiter_64,L1_DG+limiter_128,L1_DG+limiter_256,L1_DG+limiter_512,L1_DG+limiter_1024,L1_DFRG_8,L1_DFRG_16,L1_DFRG_32,L1_DFRG_64,L1_DFRG_128,L1_DFRG_256,L1_DFRG_512,L1_DFRG_1024,L2_DG_8,L2_DG_16,L2_DG_32,L2_DG_64,L2_DG_128,L2_DG_256,L2_DG_512,L2_DG_1024,L2_DG+limiter_8,L2_DG+limiter_16,L2_DG+limiter_32,L2_DG+limiter_64,L2_DG+limiter_128,L2_DG+limiter_256,L2_DG+limiter_512,L2_DG+limiter_1024,L2_DFRG_8,L2_DFRG_16,L2_DFRG_32,L2_DFRG_64,L2_DFRG_128,L2_DFRG_256,L2_DFRG_512,L2_DFRG_1024,KL_DG_8,KL_DG_16,KL_DG_32,KL_DG_64,KL_DG_128,KL_DG_256,KL_DG_512,KL_DG_1024,KL_DG+limiter_8,KL_DG+limiter_16,KL_DG+limiter_32,KL_DG+limiter_64,KL_DG+limiter_128,KL_DG+limiter_256,KL_DG+limiter_512,KL_DG+limiter_1024,KL_DFRG_8,KL_DFRG_16,KL_DFRG_32,KL_DFRG_64,KL_DFRG_128,KL_DFRG_256,KL_DFRG_512,KL_DFRG_1024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010009765625,0.03314396292259763,0.016147350589042625,0.007968124987505484,0.003942761631045065,0.0019616352201621786,0.0009785284642086958,0.0004886739898653492,0.0002441410863128371,0.03314396292259763,0.016147350589042625,0.007968124987505484,0.003942761631045065,0.0019616352201621786,0.0009785284642086958,0.0004886739898653492,0.0002441410863128371,0.03314344063084148,0.016147175244255494,0.007968111024859734,0.003942764559243514,0.001961635685790155,0.000978528510140434,0.0004886739943165411,0.0002441410865499559,0.03691513737088982,0.01794783503464911,0.008861129877427718,0.004383335183909597,0.0021808137995630262,0.0010879171891577648,0.0005433065042799465,0.00027143808592928185,0.03691513737088982,0.01794783503464911,0.008861129877427718,0.004383335183909597,0.0021808137995630262,0.0010879171891577648,0.0005433065042799465,0.00027143808592928185,0.036914639233495646,0.017947660421119505,0.008861119185977708,0.004383338388143568,0.002180814238240024,0.0010879172247277428,0.0005433065068564935,0.00027143808610904506,5.217484568446849e-6,2.0113591698430086e-6,7.423213516446755e-7,2.1053035032857654e-7,5.342666063917798e-8,1.2795500279444005e-8,3.148192574824863e-9,8.967802053269402e-10,5.217484568446849e-6,2.0113591698430086e-6,7.423213516446755e-7,2.1053035032857654e-7,5.342666063917798e-8,1.2795500279444005e-8,3.148192574824863e-9,8.967802053269402e-10,5.216474639612095e-6,2.010918718341421e-6,7.425333563958084e-7,2.1066436167884288e-7,5.3455442294556164e-8,1.2800242082473171e-8,3.1489066291333766e-9,8.968613678131598e-10
0.02001953125,0.035224020899627784,0.01681854556589005,0.008099800059471803,0.003974311645001304,0.001969085487554215,0.000980453460920222,0.0004890522819313291,0.0002441385623746885,0.035224020899627784,0.01681854556589005,0.008099800059471803,0.003974311645001304,0.001969085487554215,0.000980453460920222,0.0004890522819313291,0.0002441385623746885,0.03521832797905192,0.016818742973232742,0.008099887407499447,0.0039743265936542,0.0019690870351980554,0.000980453612665667,0.0004890522920566144,0.0002441385632107972,0.03925138272199443,0.018792420283196953,0.009031619999394076,0.00443040819533199,0.002195519046697013,0.0010932146653106396,0.0005453197949435548,0.0002722305822913889,0.03925138272199443,0.018792420283196953,0.009031619999394076,0.00443040819533199,0.002195519046697013,0.0010932146653106396,0.0005453197949435548,0.0002722305822913889,0.03924591133303658,0.01879210330128137,0.009031726893226533,0.004430423209550723,0.0021955203225303083,0.0010932147651060932,0.0005453198028044912,0.0002722305829562014,7.485395049839813e-6,2.76236640598654e-6,7.912382334590365e-7,2.0388187757161087e-7,5.1343251769450694e-8,1.2665513679831612e-8,3.1968859899238086e-9,9.037751527385638e-10,7.485395049839813e-6,2.76236640598654e-6,7.912382334590365e-7,2.0388187757161087e-7,5.1343251769450694e-8,1.2665513679831612e-8,3.1968859899238086e-9,9.037751527385638e-10,7.478147445158638e-6,2.7655731058049193e-6,7.932663141502646e-7,2.0431557914244113e-7,5.1410026727422164e-8,1.2675451855843737e-8,3.1983994170638293e-9,9.039504042848636e-10
0.030029296875,0.03709606611566393,0.017248338265025597,0.00822625795032684,0.004004163021550555,0.0019770182567484247,0.0009822821764551416,0.0004894144376830228,0.00024413283073390258,0.03709606611566393,0.017248338265025597,0.00822625795032684,0.004004163021550555,0.0019770182567484247,0.0009822821764551416,0.0004894144376830228,0.00024413283073390258,0.03708051336758755,0.017248174448029042,0.008226544874273038,0.0040042094778658345,0.0019770219896913807,0.0009822824604395612,0.0004894144655181315,0.0002441328339510734,0.04142462963053382,0.01931777539046191,0.009209483488367212,0.004484674183624492,0.0022150332505153883,0.0011005385358429103,0.0005483535389358793,0.0002735323980720916,0.04142462963053382,0.01931777539046191,0.009209483488367212,0.004484674183624492,0.0022150332505153883,0.0011005385358429103,0.0005483535389358793,0.0002735323980720916,0.04141253067983377,0.019318515734097468,0.009209793090894761,0.00448470564849664,0.002215035994972722,0.0011005387681450834,0.0005483535603889766,0.0002735324002439671,8.734964626608362e-6,2.8563388474798053e-6,7.69323734120397e-7,1.9590746340933682e-7,4.949755782125332e-8,1.25563253385127e-8,3.283504708510414e-9,9.164742057399193e-10,8.734964626608362e-6,2.8563388474798053e-6,7.69323734120397e-7,1.9590746340933682e-7,4.949755782125332e-8,1.25563253385127e-8,3.283504708510414e-9,9.164742057399193e-10,8.726082220713066e-6,2.8683548600816905e-6,7.736001649767507e-7,1.9663446218936594e-7,4.9603832748198415e-8,1.2571340457609531e-8,3.2858654325738838e-9,9.16743150223266e-10
0.0400390625,0.040036412792704805,0.017802846219088595,0.008340349480334597,0.004031767701702584,0.001984092083739902,0.0009840497044407385,0.0004897559760738015,0.00024412092377636854,0.040036412792704805,0.017802846219088595,0.008340349480334597,0.004031767701702584,0.001984092083739902,0.0009840497044407385,0.0004897559760738015,0.00024412092377636854,0.04002206926724704,0.01780330242142661,0.008340923548015996,0.0040318309348656494,0.0019840989470203655,0.0009840503300024071,0.000489756044168728,0.00024412093198413373,0.045426270288727574,0.0201012388998329,0.009399101079504943,0.004545671886620655,0.0022372391278899697,0.0011097763580614525,0.0005523552647132342,0.0002753173688142183,0.045426270288727574,0.0201012388998329,0.009399101079504943,0.004545671886620655,0.0022372391278899697,0.0011097763580614525,0.0005523552647132342,0.0002753173688142183,0.04541694469885165,0.020105051307895538,0.00939969049601597,0.004545729026143768,0.002237244413545525,0.0011097768640711092,0.0005523553171012747,0.00027531737464396957,9.62305163684113e-6,2.831675707600611e-6,7.479804358511872e-7,1.903145526411783e-7,4.8219795080648166e-8,1.2482352768558346e-8,3.4134217166988733e-9,9.3612631298067e-10,9.62305163684113e-6,2.831675707600611e-6,7.479804358511872e-7,1.903145526411783e-7,4.8219795080648166e-8,1.2482352768558346e-8,3.4134217166988733e-9,9.3612631298067e-10,9.668759057784282e-6,2.861582438131934e-6,7.545402209541882e-7,1.9134311175840993e-7,4.8365247520411755e-8,1.2502629547153999e-8,3.416703857978662e-9,9.365238688473946e-10
0.050048828125,0.04156970568800638,0.018141966472621673,0.008440314562759992,0.004061964326158447,0.001990922777025272,0.0009856881956303294,0.0004900705094057938,0.00024410274925517074,0.04156970568800638,0.018141966472621673,0.008440314562759992,0.004061964326158447,0.001990922777025272,0.0009856881956303294,0.0004900705094057938,0.00024410274925517074,0.041559602755976484,0.018144317279288554,0.008441260669959382,0.004062057620753743,0.001990934020442666,0.0009856895051605177,0.0004900706577685071,0.00024410276689598598,0.047354696510311246,0.02063327867261576,0.009599676798611874,0.004619687079838602,0.0022640129434761107,0.0011207819996171947,0.0005572562124267691,0.000277551796372652,0.047354696510311246,0.02063327867261576,0.009599676798611874,0.004619687079838602,0.0022640129434761107,0.0011207819996171947,0.0005572562124267691,0.000277551796372652,0.0473587592688879,0.020639978326666968,0.009600664575145064,0.004619789816347464,0.002264022859276019,0.0011207830115468056,0.0005572563244466887,0.00027755180943954047,9.70836808563543e-6,2.7974535224800187e-6,7.362740874782648e-7,1.8725528850651525e-7,4.750987720609757e-8,1.2476688831985464e-8,3.5925128980982387e-9,9.644734224292113e-10,9.70836808563543e-6,2.7974535224800187e-6,7.362740874782648e-7,1.8725528850651525e-7,4.750987720609757e-8,1.2476688831985464e-8,3.5925128980982387e-9,9.644734224292113e-10,9.81069190466869e-6,2.840479858536536e-6,7.452129501289277e-7,1.8863732051225217e-7,4.769925648269437e-8,1.250259727633053e-8,3.5968005764662124e-9,9.650070413270153e-10
0.06005859375,0.04279272704094011,0.0186544689744149,0.0085449117388375,0.004086273499663327,0.0019969318169806623,0.0009871702475251296,0.000490347185539508,0.00024407618400574936,0.04279272704094011,0.0186544689744149,0.0085449117388375,0.004086273499663327,0.0019969318169806623,0.0009871702475251296,0.000490347185539508,0.00024407618400574936,0.042775233730683024,0.018665549205429784,0.00854639397630159,0.004086450678639599,0.0019969516412062164,0.0009871726859004611,0.0004903474488428882,0.00024407621639663463,0.04928500738299386,0.021453291425244946,0.009809645435650114,0.004692374202090899,0.0022924257808461667,0.0011333793714181277,0.0005629732686760446,0.00028019561417709905,0.04928500738299386,0.021453291425244946,0.009809645435650114,0.004692374202090899,0.0022924257808461667,0.0011333793714181277,0.0005629732686760446,0.00028019561417709905,0.049311189582109435,0.02146570682810599,0.009811198023841353,0.0046925406916474,0.002292442756265385,0.001133381221839515,0.0005629734815986281,0.0002801956396518404,9.719711171616625e-6,2.775432108520817e-6,7.357267355028271e-7,1.875111161409305e-7,4.753022041809307e-8,1.2579737093573081e-8,3.825500820043657e-9,1.0035614291521504e-9,9.719711171616625e-6,2.775432108520817e-6,7.357267355028271e-7,1.875111161409305e-7,4.753022041809307e-8,1.2579737093573081e-8,3.825500820043657e-9,1.0035614291521504e-9,9.891884937523043e-6,2.8390440153187207e-6,7.47200703484901e-7,1.8923944284722954e-7,4.7764510562823066e-8,1.261170578408561e-8,3.830864094780958e-9,1.0042697412331424e-9
0.07000732421875,0.044288973876749446,0.018967816736774647,0.008640892557572367,0.004108391076824814,0.00200264882062415,0.0009885113382263322,0.0004905841374644542,0.00024404112835027598,0.044288973876749446,0.018967816736774647,0.008640892557572367,0.004108391076824814,0.00200264882062415,0.0009885113382263322,0.0004905841374644542,0.00024404112835027598,0.04429679566369257,0.01898302481170739,0.008643316208073711,0.004108633845934062,0.002002680387943529,0.0009885149239427782,0.000490584572486306,0.00024404118165268442,0.05124707879017781,0.02201571017896411,0.010027298538622316,0.0047692733905029365,0.0023248637885283545,0.0011473673420123447,0.0005694113787509487,0.00028318433671636585,0.05124707879017781,0.02201571017896411,0.010027298538622316,0.0047692733905029365,0.0023248637885283545,0.0011473673420123447,0.0005694113787509487,0.00028318433671636585,0.051305371494145685,0.022033029370132694,0.01002962739065609,0.004769530945774588,0.0023248917839395035,0.0011473704631985826,0.000569411746383469,0.000283184381224618,9.727082449337115e-6,2.7912199559406057e-6,7.47050419240566e-7,1.9084900559535927e-7,4.835870747358873e-8,1.282961793163179e-8,4.114137290219201e-9,1.0553117953863138e-9,9.727082449337115e-6,2.7912199559406057e-6,7.47050419240566e-7,1.9084900559535927e-7,4.835870747358873e-8,1.282961793163179e-8,4.114137290219201e-9,1.0553117953863138e-9,9.978094469369019e-6,2.869129492223735e-6,7.61230941836209e-7,1.929477350602957e-7,4.8643261563861046e-8,1.2868032906148708e-8,4.120642845133962e-9,1.0562020357114589e-9
0.08001708984375,0.04635676569078799,0.019451166893364992,0.00872371740146175,0.004128413466636144,0.0020073652172406713,0.0009896420846972841,0.0004907765235116616,0.00024399669966430537,0.04635676569078799,0.019451166893364992,0.00872371740146175,0.004128413466636144,0.0020073652172406713,0.0009896420846972841,0.0004907765235116616,0.00024399669966430537,0.0464157988490407,0.019468163079030106,0.008726581272599353,0.004128798226266569,0.002007409249329303,0.0009896473967506484,0.0004907771800944291,0.0002439967781585523,0.055359897231849024,0.022883511467690406,0.010250887696174146,0.004849419143126955,0.0023577737639925832,0.001162525314573886,0.0005764664264254661,0.00028650603277040283,0.055359897231849024,0.022883511467690406,0.010250887696174146,0.004849419143126955,0.0023577737639925832,0.001162525314573886,0.0005764664264254661,0.00028650603277040283,0.05551773817346735,0.022910096378943652,0.010254242187386001,0.004849800252843698,0.0023578163767237824,0.001162530227294721,0.0005764670137479172,0.00028650610459397596,9.898184596930817e-6,2.8680235773225025e-6,7.708790382370715e-7,1.9743017631263575e-7,4.99675564318005e-8,1.3256515262777114e-8,4.456042012282034e-9,1.1227393794939825e-9,9.898184596930817e-6,2.8680235773225025e-6,7.708790382370715e-7,1.9743017631263575e-7,4.99675564318005e-8,1.3256515262777114e-8,4.456042012282034e-9,1.1227393794939825e-9,1.0321243183055573e-5,2.9681067084613015e-6,7.879141800530199e-7,1.999198716660352e-7,5.030238777401598e-8,1.3301643889811374e-8,4.4637348369930036e-9,1.1238631457605054e-9
0.09002685546875,0.04765394173714115,0.019835586848234853,0.008810962881707025,0.004146149426066051,0.00201128742637344,0.000990575537515067,0.0004909172658817403,0.00024394345423468176,0.04765394173714115,0.019835586848234853,0.008810962881707025,0.004146149426066051,0.00201128742637344,0.000990575537515067,0.0004909172658817403,0.00024394345423468176,0.04777769564036252,0.01986442416039101,0.008816005473382767,0.0041467105335278665,0.0020113493108606757,0.0009905827211394978,0.0004909181510790986,0.00024394356282938452,0.05753357698599732,0.023781085707515224,0.010524569394563525,0.004940124739831088,0.002393923165452708,0.0011786189485776782,0.0005840284431766327,0.0002900921791543115,0.05753357698599732,0.023781085707515224,0.010524569394563525,0.004940124739831088,0.002393923165452708,0.0011786189485776782,0.0005840284431766327,0.0002900921791543115,0.05775573459977905,0.023819397532167462,0.010529520567243994,0.004940683954628589,0.0023939860134956923,0.001178626240607443,0.0005840293236562827,0.0002900922875767327,1.0112238291683392e-5,3.0130121231318147e-6,8.168180150713773e-7,2.0857846464210631e-7,5.255467686587774e-8,1.3880730476144603e-8,4.8446968540729545e-9,1.2079381059532632e-9,1.0112238291683392e-5,3.0130121231318147e-6,8.168180150713773e-7,2.0857846464210631e-7,5.255467686587774e-8,1.3880730476144603e-8,4.8446968540729545e-9,1.2079381059532632e-9,1.0620599073757027e-5,3.1354874794763475e-6,8.373919741027924e-7,2.115137421341589e-7,5.2943858210389917e-8,1.3932681685612395e-8,4.8536046006272044e-9,1.2092967037680953e-9
