time,L1_DG_8,L1_DG_16,L1_DG_32,L1_DG_64,L1_DG+limiter_8,L1_DG+limiter_16,L1_DG+limiter_32,L1_DG+limiter_64,L1_DFRG_8,L1_DFRG_16,L1_DFRG_32,L1_DFRG_64,L2_DG_8,L2_DG_16,L2_DG_32,L2_DG_64,L2_DG+limiter_8,L2_DG+limiter_16,L2_DG+limiter_32,L2_DG+limiter_64,L2_DFRG_8,L2_DFRG_16,L2_DFRG_32,L2_DFRG_64,KL_DG_8,KL_DG_16,KL_DG_32,KL_DG_64,KL_DG+limiter_8,KL_DG+limiter_16,KL_DG+limiter_32,KL_DG+limiter_64,KL_DFRG_8,KL_DFRG_16,KL_DFRG_32,KL_DFRG_64
0.0,0.08818261555064164,0.031767696516590935,0.006743004869259993,4.518296728932107e-19,0.08818261555064164,0.031767696516590935,0.006743004869259993,4.518296728932107e-19,0.08818261555064164,0.031767696516590935,0.006743004869259993,4.518296728932107e-19,0.14865852435730453,0.07235557581250004,0.01966185481349158,4.048624299816399e-18,0.14865852435730453,0.07235557581250004,0.01966185481349158,4.048624299816399e-18,0.14865852435730453,0.07235557581250004,0.01966185481349158,4.048624299816399e-18,15.765477286895619,9.06746551572005,1.9197527494230093,-5.057680597513986e-16,15.765477286895619,9.06746551572005,1.9197527494230093,-5.057680597513986e-16,15.765477286895619,9.06746551572005,1.9197527494230093,-5.057680597513986e-16
0.010009765625,0.08859847365946055,0.03263460369208064,0.00760724211354166,0.001065007819753479,0.0884887380566746,0.03249413201781061,0.007472364650672163,0.001065007819753479,0.08849976652771875,0.03244685832737201,0.007383699323173903,0.0010208304763202195,0.14877924677579452,0.07266453949443767,0.020400038916960152,0.0030779389084284797,0.14814116106125805,0.07201163976716682,0.02006139665724294,0.0030779389084284797,0.1483357962053118,0.07210517305861072,0.019963635185812748,0.003025104382690145,15.631983645695406,11.34487080155601,5.686341772997712,0.5195769483004552,15.218862322899824,11.402999179374405,5.7036192236719945,0.5195769483004552,18.1799700391656,11.356576689896993,2.964608064973742,0.25541858298120035
0.02001953125,0.08944609216229167,0.03391965261405669,0.008132781683038949,0.001096005762148673,0.08913423221462814,0.03333393166922491,0.007783408345797624,0.001096005762148673,0.08902906227281021,0.03318503372343871,0.007678533361494931,0.0010545955971493146,0.14883695387354745,0.0726083310397967,0.020534404517648906,0.0031808484074508005,0.1475680204621637,0.07127076622046015,0.019729321400423768,0.0031808484074508005,0.14784666873987481,0.07132319065948779,0.019746808751672836,0.0032027069334946414,14.55648263490652,16.069095171398157,6.557733605635366,0.77330254857748,14.706207808603622,15.646668452534328,6.638948865650287,0.77330254857748,17.566551497068733,13.225229027694834,3.1325747801485595,0.287875139039041
0.030029296875,0.09036116611395592,0.034903205417503025,0.00826053345588941,0.001089149032774802,0.08966114733250818,0.03384943658301717,0.007920500436738542,0.001089149032774802,0.0894552563452141,0.03365049666342006,0.008120794160122255,0.0011190928513892715,0.14877695284173836,0.07203360638218506,0.021159594488097008,0.003209608127435289,0.14708447166645905,0.0700714278759506,0.02036258319768234,0.003209608127435289,0.1473281228238672,0.07008680223697067,0.020678448152033464,0.0033627497784652085,15.582935291668223,21.06213506612315,8.599282158283094,0.8766383464639721,15.793010830620982,19.245658598327623,8.888642032255413,0.8766383464639721,17.5154119118069,13.527917676204773,3.4225635550857376,0.2996080530093511
0.0400390625,0.09155437429193394,0.035828823174769715,0.008931576914980583,0.0011916249358931577,0.09035422884256732,0.03444474462784574,0.008607144475024921,0.0011916249358931577,0.09004123811735379,0.03427677335624327,0.008685117303073456,0.001214353977922809,0.14856618391835458,0.07150179950768512,0.02174979939647772,0.0035001083544050748,0.14649782733626582,0.06919799968933281,0.020992700679463173,0.0035001083544050748,0.14667212951716552,0.06925009635225864,0.02151010790273331,0.0037043959623100564,15.672179066340025,18.21526086420677,15.891586532762982,0.9431374264347014,15.509690254619485,20.60602520214358,13.685466202551298,0.9431374264347014,17.15393931780493,12.879362874426024,3.3868626998045985,0.3133199407165652
0.050048828125,0.09248708722206242,0.03629547928321877,0.009101022839599184,0.0013148524214684017,0.09078910376913994,0.034836635544801146,0.008763292639171081,0.0013148524214684017,0.09040234240246306,0.03482101738305402,0.009092717918131571,0.0013559805613637319,0.14817038958436013,0.07160704535330181,0.022216926579494124,0.0037163369284262393,0.14574373862532797,0.06930885342211905,0.021372728517769755,0.0037163369284262393,0.14586682425889638,0.06952227190026267,0.02221020638735675,0.004041381256787914,18.201414559253035,18.36044501609683,9.580863763565226,1.016008561852692,16.98937873710673,16.314232595075513,9.681680214939353,1.016008561852692,16.455051374597353,12.12390977662987,3.599304874607755,0.32916979751057657
0.06005859375,0.0932304043153452,0.03622730181126593,0.009153653764504334,0.0013207497957538137,0.09106710439231924,0.03492032919951892,0.008838128047515617,0.0013207497957538137,0.09065974328426481,0.0353575959867657,0.009755088442827343,0.0015250941248785245,0.14765518487532156,0.07235676509716048,0.02324034791491178,0.003925544825194502,0.14491199723482392,0.07020295227866237,0.022530811674307247,0.003925544825194502,0.14503761726132952,0.07066056541884774,0.0238696475703343,0.004400674250588913,17.130645174204627,20.64611026817585,16.18775536346133,1.0953964299486574,16.791155220841418,19.783855314410292,14.424134058192308,1.0953964299486574,15.890102763056337,11.808670187310836,3.8086199839595394,0.3465424530571723
0.070068359375,0.09396490246293326,0.037133925470614865,0.01003780590846448,0.0015138584466343709,0.0914231257512266,0.035705230895494676,0.0097202371970773,0.0015138584466343709,0.09103611849520467,0.03618530310297122,0.01037248229522408,0.0016455990876319735,0.14714118901551212,0.0731338763218721,0.024145721406420295,0.004265544065458152,0.14416085395993766,0.07102835227500624,0.02348895403741664,0.004265544065458152,0.14434006339277478,0.0717628251545494,0.025189463199558754,0.004827728750688321,16.720784735550865,25.85671134320001,18.10894371782282,1.1880123431451632,17.909864908230464,23.568099980594983,18.311197620993795,1.1880123431451632,15.518915790852057,11.29142012220646,3.7647804823626974,0.36417924704856997
0.080078125,0.0945202182728299,0.03781244178303833,0.01035322432159203,0.0016209029042771233,0.09170148437760199,0.03629995651169576,0.010057649642955982,0.0016209029042771233,0.09133220853794667,0.03683608583900556,0.010769440503749683,0.0018298501308562324,0.14670234158404452,0.07337385520621602,0.024483515363345296,0.004512198520598619,0.14358807492414655,0.07108568315591302,0.023769329420820207,0.004512198520598619,0.14383476511741436,0.07216056064618473,0.02567220989524062,0.005203826398359326,15.663052093117543,23.13558204764977,21.90033875931473,1.3245876743329799,17.654682830817418,25.509343053770383,17.013102113195814,1.3245876743329799,15.307481986166854,10.41181512323231,3.8430417050071974,0.3840543689281725
0.090087890625,0.09499042100387448,0.038307476969842144,0.010491819631759885,0.0016526387283322733,0.09199314570924604,0.036693401532707406,0.010129601495112602,0.0016526387283322733,0.09166559691539787,0.03732613509776345,0.011286406841934486,0.002011669920973208,0.14639383835146855,0.07315602608213444,0.02511866225738169,0.004776925348519052,0.14323208784550964,0.07067495577665057,0.024319748638889412,0.004776925348519052,0.14353219843593848,0.07212624800322673,0.0266550721472366,0.005604662101983481,16.656880372490782,19.84964847946178,22.808798836189904,1.388604625583647,15.969319720090404,23.362896408775665,20.634357245469534,1.388604625583647,15.212161150586677,9.566761586302162,3.808583735453593,0.40366018309912155
