time,L1_DG_8,L1_DG_16,L1_DG_32,L1_DG_64,L1_DG_128,L1_DG_256,L1_DG_512,L1_DG+limiter_8,L1_DG+limiter_16,L1_DG+limiter_32,L1_DG+limiter_64,L1_DG+limiter_128,L1_DG+limiter_256,L1_DG+limiter_512,L1_DFRG_8,L1_DFRG_16,L1_DFRG_32,L1_DFRG_64,L1_DFRG_128,L1_DFRG_256,L1_DFRG_512,L2_DG_8,L2_DG_16,L2_DG_32,L2_DG_64,L2_DG_128,L2_DG_256,L2_DG_512,L2_DG+limiter_8,L2_DG+limiter_16,L2_DG+limiter_32,L2_DG+limiter_64,L2_DG+limiter_128,L2_DG+limiter_256,L2_DG+limiter_512,L2_DFRG_8,L2_DFRG_16,L2_DFRG_32,L2_DFRG_64,L2_DFRG_128,L2_DFRG_256,L2_DFRG_512,KL_DG_8,KL_DG_16,KL_DG_32,KL_DG_64,KL_DG_128,KL_DG_256,KL_DG_512,KL_DG+limiter_8,KL_DG+limiter_16,KL_DG+limiter_32,KL_DG+limiter_64,KL_DG+limiter_128,KL_DG+limiter_256,KL_DG+limiter_512,KL_DFRG_8,KL_DFRG_16,KL_DFRG_32,KL_DFRG_64,KL_DFRG_128,KL_DFRG_256,KL_DFRG_512
0.090087890625,0.05982697760538078,0.02585748990345851,0.011298286361279778,0.0050669466387630565,0.0023184916350868713,0.0010806031216032002,0.0005131951105437669,0.05982697760538078,0.02585748990345851,0.011298286361279778,0.0050669466387630565,0.0023184916350868713,0.0010806031216032002,0.0005131951105437669,0.059501374466016,0.02584130300748003,0.011303338494279882,0.0050692610977963945,0.0023191428144505913,0.001080764763275186,0.0005132286639565731,0.07389803447440216,0.032507591529392026,0.014162769819332755,0.00623656955982291,0.0027840776433652316,0.0012730159291065267,0.0006023164274818741,0.07389803447440216,0.032507591529392026,0.014162769819332755,0.00623656955982291,0.0027840776433652316,0.0012730159291065267,0.0006023164274818741,0.07374804845695963,0.0325335822121043,0.014176754428867582,0.006240750350503522,0.0027851157693579566,0.001273234674288124,0.0006023499942810788,5.05910444111182e-5,3.718244234382686e-5,2.5476076867894243e-5,1.5993302302893734e-5,8.816247076071526e-6,4.158379038343657e-6,1.9996180735916217e-6,5.05910444111182e-5,3.718244234382686e-5,2.5476076867894243e-5,1.5993302302893734e-5,8.816247076071526e-6,4.158379038343657e-6,1.9996180735916217e-6,5.071539026020672e-5,3.7390821515150584e-5,2.5595555343408132e-5,1.605112861070159e-5,8.842017588645986e-6,4.169141474130496e-6,2.0041614576426296e-6
0.1900634765625,0.10202355080167888,0.03644806963807797,0.01423776910456511,0.005802427909873611,0.002480551643284805,0.001107986917822873,0.0005150827303745826,0.10202355080167888,0.03644806963807797,0.01423776910456511,0.005802427909873611,0.002480551643284805,0.001107986917822873,0.0005150827303745826,0.10486635950832231,0.036909116147942615,0.014332048671146886,0.00582313229801018,0.002484807771387678,0.0011087434151404755,0.0005151980669666403,0.14654133042070855,0.055768536632941526,0.022165191237762154,0.008815437866316438,0.0035989757607476,0.0015633101193959294,0.0007279674595101077,0.14654133042070855,0.055768536632941526,0.022165191237762154,0.008815437866316438,0.0035989757607476,0.0015633101193959294,0.0007279674595101077,0.15059163390145355,0.056301530872002396,0.02230638738512371,0.008849274525471337,0.003606025292393483,0.0015643901987870837,0.0007280774528367099,8.673501834451466e-5,6.111435579303564e-5,3.928327613814989e-5,2.1311283970463904e-5,9.179993961885261e-6,3.1670383175699912e-6,1.4990784756977092e-6,8.673501834451466e-5,6.111435579303564e-5,3.928327613814989e-5,2.1311283970463904e-5,9.179993961885261e-6,3.1670383175699912e-6,1.4990784756977092e-6,8.975891572911282e-5,6.218491358975097e-5,3.9886953561302894e-5,2.158646192837764e-5,9.285861760741864e-6,3.198546241461658e-6,1.5096886988587963e-6
0.2900390625,0.14326906644319934,0.05520594981008824,0.01901291170272456,0.00679218584308651,0.0026164785324149977,0.0011195951288316792,0.0005115741372785,0.14326906644319934,0.05520594981008824,0.01901291170272456,0.00679218584308651,0.0026164785324149977,0.0011195951288316792,0.0005115741372785,0.15502673472296283,0.05620983584930976,0.019352021614182893,0.006854811956732624,0.0026271301310434336,0.0011210341436159116,0.0005117557064387818,0.23488441963653514,0.10305557923004624,0.03696416625146228,0.012692643339881286,0.00468553611416076,0.0019564360142580854,0.0008953542884123235,0.23488441963653514,0.10305557923004624,0.03696416625146228,0.012692643339881286,0.00468553611416076,0.0019564360142580854,0.0008953542884123235,0.2632326742031758,0.10383648071290559,0.037214757244388295,0.012773087375650739,0.004702061432313167,0.001958498249052294,0.0008955319032624472,0.00012275271582377475,7.945530495751604e-5,4.425962195550413e-5,2.0764309611773193e-5,7.469065566648113e-6,2.1982314343133953e-6,9.627828986527064e-7,0.00012275271582377475,7.945530495751604e-5,4.425962195550413e-5,2.0764309611773193e-5,7.469065566648113e-6,2.1982314343133953e-6,9.627828986527064e-7,0.00011736956038412473,7.692932779140301e-5,4.505845000284377e-5,2.1274635092090263e-5,7.645426654371105e-6,2.23897351965766e-6,9.739677629338706e-7
0.3900146484375,0.24816125074432094,0.09424056916805214,0.031053131656422418,0.009117550916275967,0.003047733043385346,0.0011735183492456534,0.0005086455839819115,0.24754534985708473,0.09424056916805214,0.031053131656422418,0.009117550916275967,0.003047733043385346,0.0011735183492456534,0.0005086455839819115,0.2637824678980859,0.09809813659952984,0.03129522053280806,0.009197173343928966,0.0030710652122956637,0.0011751474425843744,0.0005087426798214264,0.49961144279898073,0.22513655713243136,0.08160299623450344,0.02312379190468003,0.007177112740687042,0.002610180372428852,0.0010994320749392868,0.506495391403041,0.22513655713243136,0.08160299623450344,0.02312379190468003,0.007177112740687042,0.002610180372428852,0.0010994320749392868,0.561043002955934,0.2293902559414703,0.08126313641440377,0.02302265602103641,0.007181741148102016,0.0026112457369884116,0.0010995009797269296,0.00018959530354261384,0.00010418239783547412,5.167144066912637e-5,2.063267250708631e-5,6.571303962116485e-6,1.8115448772031918e-6,7.287342559586009e-7,0.00019106648878970228,0.00010418239783547412,5.167144066912637e-5,2.063267250708631e-5,6.571303962116485e-6,1.8115448772031918e-6,7.287342559586009e-7,0.0001813722979356364,9.665409715675947e-5,5.086832915496606e-5,2.1156744543783037e-5,6.781744075235346e-6,1.855151563569521e-6,7.391868416677968e-7
0.4901123046875,0.4201728810452395,0.18659015450511565,0.049384887806119576,0.016281934734775433,0.00422775857972564,0.001380484298403477,0.0005293449548629853,0.40704520068258965,0.18283779483303614,0.049384887806119576,0.016281934734775433,0.00422775857972564,0.001380484298403477,0.0005293449548629853,0.412659383884792,0.18812268665654516,0.047362845275770976,0.015431829731612915,0.004237543235707882,0.00138551293869847,0.0005292513518765122,0.9800190375788008,0.5564677205996192,0.1327974289646929,0.049220458132464166,0.013818139371181247,0.0041438619309094055,0.0014433603686426484,1.0164184025965441,0.5533215777120498,0.1327974289646929,0.049220458132464166,0.013818139371181247,0.0041438619309094055,0.0014433603686426484,1.016923481112726,0.5685805736834687,0.13021314612405965,0.04782265466225725,0.013664601299490617,0.004131433865166711,0.001442704116203931,0.00021289646086667644,0.0002276243004696368,6.841478274139297e-5,2.352552992694285e-5,6.911126089078227e-6,1.861423665355297e-6,7.044118294360895e-7,0.0002228770220366231,0.00022758951048219552,6.841478274139297e-5,2.352552992694285e-5,6.911126089078227e-6,1.861423665355297e-6,7.044118294360895e-7,0.00020876937508145638,0.0001359035273811735,5.674391002058047e-5,2.323823710071663e-5,7.0866149139297095e-6,1.9035659563863028e-6,7.142022405020265e-7
0.590087890625,0.5647863046953958,0.2271358714273271,0.10920470404811605,0.02761363393778865,0.007022510033653225,0.001887909627922435,0.0006132572025638581,0.5682597831460465,0.2224111542717507,0.10920470404811605,0.02761363393778865,0.007022510033653225,0.001887909627922435,0.0006132572025638581,0.5682224111500018,0.22704835419829422,0.10677543866626993,0.02528892047607782,0.006666156124425173,0.0018914557800383531,0.0006122208707177982,1.3425326769763926,0.7031715339094932,0.3958157723874677,0.09776933066346542,0.02853052263492616,0.007660130396121496,0.0022217726050646584,1.380618729010188,0.6929701153732342,0.3958157723874677,0.09776933066346542,0.02853052263492616,0.007660130396121496,0.0022217726050646584,1.3568255856705664,0.7152680448414872,0.39208731344182784,0.0923067107439595,0.02765620622317143,0.007579597714143918,0.0022190601425480148,0.00021441113053867952,0.00024160876501992394,0.00012620497165426748,3.2057614362172024e-5,8.633584257968647e-6,2.295221350700142e-6,8.327182662614344e-7,0.00022106315482221353,0.00023701445030564197,0.00012620497165426748,3.2057614362172024e-5,8.633584257968647e-6,2.295221350700142e-6,8.327182662614344e-7,0.0002114175674659903,0.0001394040443119525,9.028531964150808e-5,2.811186395616099e-5,8.598369667319834e-6,2.3262591989136717e-6,8.41540701351374e-7
0.6900634765625,0.866989520045299,0.2992706800442333,0.13406066430315688,0.04664047552625688,0.012083267271485149,0.0029618065341924845,0.0008171141342410801,0.855378633674917,0.3171579669617414,0.13406066430315688,0.04664047552625688,0.012083267271485149,0.0029618065341924845,0.0008171141342410801,0.8636355348231943,0.3296595562550059,0.12915009096942404,0.044278565968960105,0.011217808161362305,0.0029065915162192315,0.000813242934125076,2.768856730389629,0.8941653170489622,0.4958635310647713,0.21887900708303254,0.05690011208496884,0.014565166217127366,0.0038377321687936726,2.8009874554163128,0.9912643119978831,0.4958635310647713,0.21887900708303254,0.05690011208496884,0.014565166217127366,0.0038377321687936726,2.7992222883651747,1.083020907565907,0.5018182922432005,0.20984956208023775,0.053976141480611264,0.014219558367479837,0.00382648125979638,0.00029419491234012,0.000311589953909022,0.00021155505457758048,4.5337980612618216e-5,1.2037338796090608e-5,3.1409357768090143e-6,1.1036679249716025e-6,0.0002960548569280297,0.00028915058099813676,0.00021155505457758048,4.5337980612618216e-5,1.2037338796090608e-5,3.1409357768090143e-6,1.1036679249716025e-6,0.00029292613841681246,0.00021805082853838546,9.367248915898233e-5,3.785681077851935e-5,1.1369680191438422e-5,3.1339901121814926e-6,1.1099936332980352e-6
0.7900390625,0.9948223103229832,0.3924217436719711,0.14770434924185266,0.06614508927549517,0.01972809810259418,0.004747190953943354,0.00119458654427201,0.9959977254783187,0.4094382952138269,0.14770434924185266,0.06614508927549517,0.01972809810259418,0.004747190953943354,0.00119458654427201,1.0009290249160452,0.42216500704905324,0.15928287941329353,0.062179004675898944,0.01791446550166204,0.0045335536186386985,0.0011732514340743487,3.3551185222288393,1.213642878895027,0.6189706548820275,0.30226601688598975,0.10687638521064712,0.02671620577022699,0.006697057056682713,3.3657567897368925,1.394215719541531,0.6189706548820275,0.30226601688598975,0.10687638521064712,0.02671620577022699,0.006697057056682713,3.3724457694218746,1.4533084447415487,0.67821402244661,0.2881718098458681,0.10016484095971911,0.025569249152569255,0.006646546844904278,0.000284541517267397,0.0003608701681256878,0.00018352900036152926,7.722850061427731e-5,1.7559728243559788e-5,4.468214640779095e-6,1.528145602145667e-6,0.000284476710660163,0.0003343139698091974,0.00018352900036152926,7.722850061427731e-5,1.7559728243559788e-5,4.468214640779095e-6,1.528145602145667e-6,0.00027869403724652456,0.0002765148225927009,0.00012253838974980868,5.0249335230222555e-5,1.5534935906983295e-5,4.356603521448545e-6,1.5278660610326053e-6
0.8900146484375,0.7212636104032731,0.5116822160395389,0.2835436118100025,0.11894114251658036,0.03217474379953662,0.007497199329808634,0.001799925579606599,0.7064969120188164,0.5364394220425476,0.27366116408271635,0.11894114251658036,0.03217474379953662,0.007497199329808634,0.001799925579606599,0.7062737713469379,0.5220690530816664,0.27693135088802795,0.10665640733838308,0.028557564513488086,0.006986923953387407,0.001734590073543493,2.3129896981261027,1.8741796761926883,1.2065600411229944,0.620054208451967,0.18028679522745208,0.0468333390613649,0.011283885719868202,2.2030121892532715,2.061263106016871,1.2157352050228283,0.620054208451967,0.18028679522745208,0.0468333390613649,0.011283885719868202,2.1532804735270736,2.035611472915871,1.214240361651656,0.6002905012597505,0.16619286978570774,0.04379795200220297,0.011092472846649498,0.00018816652956358984,0.00032562453245134766,0.00020955731757053638,0.00012649766484673763,2.621378558867604e-5,6.407376816735389e-6,2.1258270333447206e-6,0.0001865829542159274,0.00028886692837299614,0.00021541919149089517,0.00012649766484673763,2.621378558867604e-5,6.407376816735389e-6,2.1258270333447206e-6,0.00017542602794905758,0.00025255916111529284,0.00015411608768169785,7.311901934226301e-5,2.1212766674681155e-5,6.044997773438109e-6,2.1095593143888717e-6
0.9901123046875,0.4999525971783127,0.6930669061619033,0.3763599064096449,0.11437415159358177,0.04472920527820783,0.011942898821807242,0.0026539404018994734,0.425144236739666,0.6563856531107544,0.34162411370141355,0.11437415159358177,0.04472920527820783,0.011942898821807242,0.0026539404018994734,0.4231922165275284,0.6315123050010157,0.35233261961915985,0.10998255453159422,0.039423943093877103,0.010600266283108045,0.002543185417343984,2.001883318033258,2.7430514952541656,1.9631827357935694,0.5867536910659931,0.2542293393484111,0.07797621972702527,0.018264646722119877,1.555540241711165,2.9327137171531374,1.9690751245161675,0.5867536910659931,0.2542293393484111,0.07797621972702527,0.018264646722119877,1.514576777682493,2.8253481789132735,1.9887403466365314,0.5977491790511913,0.22674472512933955,0.07118548658401626,0.01767437883471936,0.00010189606557008718,0.00026211697585855944,0.0002924565081474128,0.00016366177629283606,4.3744145010249644e-5,9.139914353123086e-6,2.9226206994261723e-6,9.8780000228523e-5,0.0002599641144473479,0.00028142288778904446,0.00016366177629283606,4.3744145010249644e-5,9.139914353123086e-6,2.9226206994261723e-6,9.298285454454557e-5,0.00023354010184304514,0.00021645280169837317,7.725056094582028e-5,2.8406225494054275e-5,8.249862236385977e-6,2.870709970915321e-6
