time,L1_DG_16,L1_DG_32,L1_DG_64,L1_DG_128,L1_DG_256,L1_DG+limiter_16,L1_DG+limiter_32,L1_DG+limiter_64,L1_DG+limiter_128,L1_DG+limiter_256,L1_DFRG_16,L1_DFRG_32,L1_DFRG_64,L1_DFRG_128,L1_DFRG_256,L2_DG_16,L2_DG_32,L2_DG_64,L2_DG_128,L2_DG_256,L2_DG+limiter_16,L2_DG+limiter_32,L2_DG+limiter_64,L2_DG+limiter_128,L2_DG+limiter_256,L2_DFRG_16,L2_DFRG_32,L2_DFRG_64,L2_DFRG_128,L2_DFRG_256,KL_DG_16,KL_DG_32,KL_DG_64,KL_DG_128,KL_DG_256,KL_DG+limiter_16,KL_DG+limiter_32,KL_DG+limiter_64,KL_DG+limiter_128,KL_DG+limiter_256,KL_DFRG_16,KL_DFRG_32,KL_DFRG_64,KL_DFRG_128,KL_DFRG_256
0.0,0.0025400015838901416,0.00016400307541997834,1.047601271110002e-5,9.263242754150351e-7,5.236535554689984e-7,0.0025400015838901416,0.00016400307541997834,1.047601271110002e-5,9.263242754150351e-7,5.236535554689984e-7,0.0025400015838901416,0.00016400307541997834,1.047601271110002e-5,9.263242754150351e-7,5.236535554689984e-7,0.0032209436830114824,0.00020790429811384637,1.3352768585645759e-5,1.2259189370086092e-6,6.370804541846541e-7,0.0032209436830114824,0.00020790429811384637,1.3352768585645759e-5,1.2259189370086092e-6,6.370804541846541e-7,0.0032209436830114824,0.00020790429811384637,1.3352768585645759e-5,1.2259189370086092e-6,6.370804541846541e-7,0.0007740425527624924,1.2669557842082318e-5,1.0931501654848981e-7,1.4949736024721566e-9,8.350790592257384e-12,0.0007740425527624924,1.2669557842082318e-5,1.0931501654848981e-7,1.4949736024721566e-9,8.350790592257384e-12,0.0007740425527624924,1.2669557842082318e-5,1.0931501654848981e-7,1.4949736024721566e-9,8.350790592257384e-12
0.010009765625,0.02441984294978609,0.01197682625115346,0.005985505111608672,0.0029928068854645612,0.0014964010885252356,0.02441984294978609,0.01197682625115346,0.005985505111608672,0.0029928068854645612,0.0014964010885252356,0.0244746217437194,0.011976750869547659,0.00598550915705432,0.002992806749878096,0.0014964010889639062,0.03104247270530841,0.015400044903215117,0.007698649613244444,0.0038494104858370548,0.001924720812732319,0.03104247270530841,0.015400044903215117,0.007698649613244444,0.0038494104858370548,0.001924720812732319,0.03122326278245024,0.015400285076314727,0.007698650047064827,0.003849410484869551,0.0019247208127228224,0.0022038152255232286,0.00045786531603223896,0.00011318116649433653,2.862085119811619e-5,7.188829616783072e-6,0.0022038152255232286,0.00045786531603223896,0.00011318116649433653,2.862085119811619e-5,7.188829616783072e-6,0.002149253365323001,0.00046308809132490576,0.00011355965210285963,2.862747984687051e-5,7.188900116473905e-6
0.02001953125,0.024377414771011643,0.011975836695283845,0.005985486225867134,0.0029928168733366575,0.0014964137964284885,0.024377414771011643,0.011975836695283845,0.005985486225867134,0.0029928168733366575,0.0014964137964284885,0.024348448414186156,0.01197480303353843,0.005985466910903974,0.002992816596979651,0.001496413795023646,0.031196990681555847,0.015475289470513985,0.007737265999713325,0.0038688116141800074,0.0019344435684297957,0.031196990681555847,0.015475289470513985,0.007737265999713325,0.0038688116141800074,0.0019344435684297957,0.031337484232808084,0.015475572380461688,0.007737265555204532,0.0038688116018976357,0.001934443568260946,0.0026933658220719215,0.0004601064009741646,0.00011343292748012522,2.886616906283795e-5,7.243291571357606e-6,0.0026933658220719215,0.0004601064009741646,0.00011343292748012522,2.886616906283795e-5,7.243291571357606e-6,0.0022894012076138063,0.0004630089629807581,0.00011397778255649717,2.887430760932828e-5,7.2433047832293366e-6
0.030029296875,0.02435002992432686,0.0119813538276329,0.0059853424960529655,0.002992777926225014,0.001496382205033222,0.02435002992432686,0.0119813538276329,0.0059853424960529655,0.002992777926225014,0.001496382205033222,0.02409349338588108,0.011976739847106663,0.00598535529655878,0.0029927780184421746,0.0014963822123998834,0.031491915403365066,0.015606832948768254,0.0078013289724269685,0.003900918519174182,0.001950504614107938,0.031491915403365066,0.015606832948768254,0.0078013289724269685,0.003900918519174182,0.001950504614107938,0.031457107021248036,0.015607250430990021,0.007801326693402848,0.003900918479859478,0.0019505046137306152,0.00399463277672075,0.00043135296966542133,0.00011492265916160446,2.9341623793751756e-5,7.3706942662257425e-6,0.00399463277672075,0.00043135296966542133,0.00011492265916160446,2.9341623793751756e-5,7.3706942662257425e-6,0.0033322209067056367,0.00044702941518920376,0.0001157299185315848,2.935179050421171e-5,7.370705844652174e-6
0.0400390625,0.02436302524399796,0.011969729793366666,0.005985575648115116,0.002992810645315485,0.0014964084724457811,0.02436302524399796,0.011969729793366666,0.005985575648115116,0.002992810645315485,0.0014964084724457811,0.024336431912806693,0.011964661868836128,0.005985582379633778,0.0029928101276598916,0.0014964084784202202,0.03186317269649282,0.015781064998348034,0.007890177948266491,0.003945432268282758,0.001972787881491863,0.03186317269649282,0.015781064998348034,0.007890177948266491,0.003945432268282758,0.001972787881491863,0.031979463517272676,0.015780615058952518,0.007890172066155407,0.003945432180946186,0.0019727878807042137,0.0027222303150493806,0.0005402554351660506,0.0001163004900876963,2.9999339610479724e-5,7.543216394747027e-6,0.0027222303150493806,0.0005402554351660506,0.0001163004900876963,2.9999339610479724e-5,7.543216394747027e-6,0.0025026036144560073,0.0005331176192414558,0.00011723153561255797,3.0010927800048312e-5,7.543227451197669e-6
0.050048828125,0.02439304645664894,0.011972008850515598,0.005985077572600934,0.002992817377213315,0.0014964020807469087,0.02439304645664894,0.011972008850515598,0.005985077572600934,0.002992817377213315,0.0014964020807469087,0.024332248038927248,0.011978966992498298,0.005985135085490159,0.0029928159152492083,0.0014964020787374805,0.03258378579385894,0.016013770627598737,0.008002770059726558,0.004001794716954546,0.002000979376360414,0.03258378579385894,0.016013770627598737,0.008002770059726558,0.004001794716954546,0.002000979376360414,0.03275477583964554,0.01601461730665335,0.00800275711998619,0.004001794551529988,0.002000979374840861,0.0028607440894604153,0.0004038440715667698,0.00012002600365205784,3.082378914172781e-5,7.757966601486025e-6,0.0028607440894604153,0.0004038440715667698,0.00012002600365205784,3.082378914172781e-5,7.757966601486025e-6,0.002261095663703954,0.0004329777772851728,0.00012100527367275895,3.0838728506557595e-5,7.757975411693934e-6
0.06005859375,0.025210913281309824,0.011975542284057174,0.005985043816230973,0.002992825950467814,0.0014964171507930273,0.025210913281309824,0.011975542284057174,0.005985043816230973,0.002992825950467814,0.0014964171507930273,0.02486433350308318,0.011968482639407226,0.005985258430963902,0.0029928253989038867,0.001496417132617229,0.0340605883399434,0.01628088625800619,0.008137987793157124,0.004069471197841766,0.0020348388539171516,0.0340605883399434,0.01628088625800619,0.008137987793157124,0.004069471197841766,0.0020348388539171516,0.033950875404281294,0.016282530099354653,0.008137965464986527,0.00406947090268557,0.002034838851221051,0.008072779844067348,0.0005484225179317422,0.00012079134451513023,3.181414233461622e-5,8.014710075473003e-6,0.008072779844067348,0.0005484225179317422,0.00012079134451513023,3.181414233461622e-5,8.014710075473003e-6,0.004992140044046002,0.000540965223810477,0.00012270241044374838,3.1836886630390144e-5,8.014724551716876e-6
0.07000732421875,0.02574561270968899,0.011977250053086485,0.005985396762528856,0.002992787078616037,0.0014964086423361576,0.02574561270968899,0.011977250053086485,0.005985396762528856,0.002992787078616037,0.0014964086423361576,0.02555572872964928,0.011971263496526767,0.00598535492287407,0.002992789829478158,0.0014964086686984177,0.036026216617698927,0.016607456533214854,0.008294462448798244,0.004147750153156518,0.002073728093507079,0.036026216617698927,0.016607456533214854,0.008294462448798244,0.004147750153156518,0.002073728093507079,0.03597197163175936,0.016612010455254133,0.008294423173839273,0.004147749650550665,0.0020737280888983045,0.006606000346673894,0.00048159141206136795,0.00012595547466812644,3.2960655277183104e-5,8.316748534570339e-6,0.006606000346673894,0.00048159141206136795,0.00012595547466812644,3.2960655277183104e-5,8.316748534570339e-6,0.00482836269440539,0.00047930240398708676,0.00012808030408516824,3.299854825590177e-5,8.316764857312742e-6
0.08001708984375,0.025035518650083466,0.01204195785089952,0.005986137386428262,0.0029927453845217345,0.0014963951738288473,0.025035518650083466,0.01204195785089952,0.005986137386428262,0.0029927453845217345,0.0014963951738288473,0.025098051348821367,0.012011569962883622,0.00598611819818702,0.002992746617391674,0.001496395142482965,0.03716617898876921,0.016961550073972393,0.008470801129797794,0.004235943871712517,0.0021178031212085377,0.03716617898876921,0.016961550073972393,0.008470801129797794,0.004235943871712517,0.0021178031212085377,0.037687956429368924,0.016954509058611362,0.00847073882183152,0.004235943040660852,0.002117803113601709,0.004653754777246886,0.0008706695235205805,0.00013011137383538087,3.430143937247603e-5,8.653214558318576e-6,0.004653754777246886,0.0008706695235205805,0.00013011137383538087,3.430143937247603e-5,8.653214558318576e-6,0.003389869330403615,0.0007838430503360351,0.00013347134592809246,3.434284389340329e-5,8.653239945423939e-6
0.09002685546875,0.024524844040869933,0.011982513254895572,0.005985254191673979,0.0029929210384722436,0.0014964077066938397,0.024524844040869933,0.011982513254895572,0.005985254191673979,0.0029929210384722436,0.0014964077066938397,0.025112918215490113,0.011983389654419838,0.0059851786932269445,0.0029929129814497053,0.0014964076812133225,0.03726844998593569,0.017377338044973125,0.008665504804615974,0.0043332841461486814,0.002166475036924044,0.03726844998593569,0.017377338044973125,0.008665504804615974,0.0043332841461486814,0.002166475036924044,0.03952850038137031,0.017382274995965917,0.008665412509338971,0.004333282788651128,0.0021664750246635275,0.010852677600537246,0.000607711867759647,0.00014142237530658455,3.577791899480097e-5,9.062831383497556e-6,0.010852677600537246,0.000607711867759647,0.00014142237530658455,3.577791899480097e-5,9.062831383497556e-6,0.003793609394008947,0.0005879277175023815,0.00014294699924489218,3.580650823931626e-5,9.062866799819127e-6
0.10003662109375,0.024995980016881008,0.011966222057240987,0.005986202720433059,0.0029928254878087853,0.0014964045375584734,0.024995980016881008,0.011966222057240987,0.005986202720433059,0.0029928254878087853,0.0014964045375584734,0.026535082622481207,0.01195336669988198,0.005985350474457224,0.0029928236274951894,0.0014964044560748905,0.03877200226534923,0.017815432910342967,0.008877074697981385,0.004439001371639695,0.0022193202732851323,0.03877200226534923,0.017815432910342967,0.008877074697981385,0.004439001371639695,0.0022193202732851323,0.043906597404658014,0.017792450566230845,0.008876895555707831,0.004438999215619501,0.00221932025329975,0.019421332889184222,0.0010392959703989161,0.00015980711558194875,3.731261297208697e-5,9.471558691958875e-6,0.019421332889184222,0.0010392959703989161,0.00015980711558194875,3.731261297208697e-5,9.471558691958875e-6,0.007497259734991583,0.0008467153699620351,0.0001577847428141335,3.7433836472109764e-5,9.471605990984148e-6
